"seint3158";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:15:FC";"3";"10.183.19.53";"255.255.255.0";"";"";"False";;;
"seint3181";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:7E:8A";"6";"164.4.185.19";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3181";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:04:80";"5";"10.183.19.63";"255.255.255.0";"";"";"False";;;
"seint3185";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:22:0F";"6";"164.4.185.20";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3185";"vEthernet (HNS Internal NIC)";"Hyper-V Virtual Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:15:5D:73:E4:29";"2";"172.22.224.1";"255.255.240.0";"";"164.4.30.177";"True";;;"255.255.255.255"
"seint3185";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:76:83";"5";"10.183.19.168";"255.255.255.0";"";"";"False";;;
"seint3187";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:00:F7";"8";"164.4.184.122";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3187";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:1F:13";"7";"10.183.19.67";"255.255.255.0";"";"";"False";;;
"seint3190";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:1B:88";"4";"164.4.185.24";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3190";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:79:27";"3";"10.183.19.70";"255.255.255.0";"";"";"False";;;
"seint3191";"backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:1F:0C";"5";"10.183.19.72";"255.255.255.0";"";"";"False";;;
"seint3191";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:03:F6";"2";"164.4.185.28";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3196";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:35:70";"4";"164.4.185.34";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3196";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:46:BD";"3";"10.183.19.177";"255.255.255.0";"";"";"False";;;
"seint3197";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4D:B1";"6";"164.4.185.234";"255.255.254.0,255.255.254.0,255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3197";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:66:30:2F:BA:66";"2";"169.254.2.169";"255.255.0.0";"";"";"False";;;
"seint3197";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:5D:C6";"5";"10.183.19.77";"255.255.255.0";"";"";"False";;;
"seint3197";"Heart Beat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:39:93";"3";"10.40.3.61";"255.255.255.0";"";"";"False";;;
"MachineName";"InterfaceName";"Description";"DNSDomainSuffixSearchOrder";"MACAddress";"InterfaceIndex";"IPAddress";"IPSubnet";"DefaultIPGateway";"DNSServerSearchOrder";"DHCPEnabled";"DHCPLeaseExpires";"DHCPLeaseObtained";"DHCPServer"
"seint3197";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4D:B1";"6";"164.4.185.234";"255.255.254.0,255.255.254.0,255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3197";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:66:30:2F:BA:66";"2";"169.254.2.169";"255.255.0.0";"";"";"False";;;
"seint3197";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:5D:C6";"5";"10.183.19.77";"255.255.255.0";"";"";"False";;;
"seint3197";"Heart Beat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:39:93";"3";"10.40.3.61";"255.255.255.0";"";"";"False";;;
"MachineName";"InterfaceName";"Description";"DNSDomainSuffixSearchOrder";"MACAddress";"InterfaceIndex";"IPAddress";"IPSubnet";"DefaultIPGateway";"DNSServerSearchOrder";"DHCPEnabled";"DHCPLeaseExpires";"DHCPLeaseObtained";"DHCPServer"
"seint3197";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4D:B1";"6";"164.4.185.234";"255.255.254.0,255.255.254.0,255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3197";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:66:30:2F:BA:66";"2";"169.254.2.169";"255.255.0.0";"";"";"False";;;
"seint3197";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:5D:C6";"5";"10.183.19.77";"255.255.255.0";"";"";"False";;;
"seint3197";"Heart Beat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:39:93";"3";"10.40.3.61";"255.255.255.0";"";"";"False";;;
"seint3198";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:0C:97";"8";"164.4.185.37";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3198";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:26:F8";"7";"10.183.19.78";"255.255.255.0";"";"";"False";;;
"seint3199";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:5B:E3";"7";"164.4.185.40";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3199";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:52:D7";"6";"10.183.19.79";"255.255.255.0";"";"";"False";;;
"seint3200";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:68:C2";"6";"164.4.185.31";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3200";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:50:6E:09:2A:BD";"2";"169.254.1.101";"255.255.0.0";"";"";"False";;;
"seint3200";"Heart Beat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:7D:02";"4";"10.40.3.62";"255.255.255.0";"";"";"False";;;
"seint3200";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:67:74";"5";"10.183.19.74";"255.255.255.0";"";"";"False";;;
"seint3202";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:57:2C";"7";"164.4.185.42";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3202";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:3C:F6";"6";"10.183.19.81";"255.255.255.0";"";"";"False";;;
"seint3203";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:15:FA";"16";"164.4.185.44";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3203";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:01:7A";"15";"10.183.19.178";"255.255.255.0";"";"";"False";;;
"seint3205";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:48:DD";"3";"164.4.185.47";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3205";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:21:50";"15";"10.183.19.31";"255.255.255.0";"";"";"False";;;
"seint3206";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:70:1C";"6";"164.4.185.48";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3206";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:6F:DF";"5";"10.183.19.33";"255.255.255.0";"";"";"False";;;
"seint3210";"VMware Network Adapter VMnet1";"VMware Virtual Ethernet Adapter for VMnet1";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:C0:00:01";"9";"192.168.211.1";"255.255.255.0";"";"";"False";;;
"seint3210";"VMware Network Adapter VMnet8";"VMware Virtual Ethernet Adapter for VMnet8";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:C0:00:08";"3";"192.168.238.1";"255.255.255.0";"";"";"False";;;
"seint3210";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:3C:B4";"8";"164.4.184.141";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3210";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:61:F6";"7";"10.183.19.92";"255.255.255.0";"";"";"False";;;
"seint3211";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:57:4F";"16";"164.4.185.59";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3220";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4E:BA";"6";"164.4.185.65";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3220";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:17:E7";"5";"10.183.19.99";"255.255.255.0";"";"";"False";;;
"seint3221";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:79:C7";"2";"164.4.185.66";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3221";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:3D:3F";"4";"10.183.19.220";"255.255.255.0";"";"";"False";;;
"seint3243";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:61:A7";"5";"164.4.185.96";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3243";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:43:0D";"4";"10.183.21.25";"255.255.255.0";"";"";"False";;;
"seint3246";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:7E:83";"3";"164.4.184.62";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3246";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:09:0B";"6";"10.180.206.32";"255.255.255.0";"";"";"False";;;
"seint3265";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:2F:42";"4";"138.103.186.35";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3265";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:39:DD";"3";"10.180.206.58";"255.255.255.0";"";"";"False";;;
"seint3266";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:00:BA";"4";"138.103.186.55";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3266";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:26:92";"3";"10.180.206.59";"255.255.255.0";"";"";"False";;;
"seint3270";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:00:E1";"4";"164.4.87.24";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3270";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:0D:CC";"3";"10.180.206.190";"255.255.255.0";"";"";"False";;;
"seint3271";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:73:3A";"6";"164.4.87.25";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3271";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:39:8C";"5";"10.180.206.191";"255.255.255.0";"";"";"False";;;
"seint3315";"Prod IP";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9E:A7";"4";"164.4.184.243";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3315";"Backup IP";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:4C:FA";"2";"10.183.19.165";"255.255.255.0";"";"";"False";;;
"seint3316";"Prod IP";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:59:84";"8";"164.4.185.71";"255.255.255.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3316";"Backup IP";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:13:00";"4";"10.183.19.167";"255.255.255.0";"";"";"False";;;
"seint3318";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:07:50";"7";"138.103.89.241";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3318";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D6:DA";"6";"10.183.17.162";"255.255.255.0";"";"";"False";;;
"seint3345";"Prod IP";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:07:B2";"8";"138.103.89.242";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3345";"Backup Ip";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:94:D5";"4";"10.183.17.163";"255.255.255.0";"";"";"False";;;
"MachineName";"InterfaceName";"Description";"DNSDomainSuffixSearchOrder";"MACAddress";"InterfaceIndex";"IPAddress";"IPSubnet";"DefaultIPGateway";"DNSServerSearchOrder";"DHCPEnabled";"DHCPLeaseExpires";"DHCPLeaseObtained";"DHCPServer"
"seint3345";"Prod IP";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:07:B2";"8";"138.103.89.242";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3345";"Backup Ip";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:94:D5";"4";"10.183.17.163";"255.255.255.0";"";"";"False";;;
"seint3363";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:57:5B";"5";"10.183.18.69";"255.255.255.0";"";"";"False";;;
"seint3363";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:52:50";"2";"164.4.87.235";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3364";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:1D:E2";"2";"10.183.18.72";"255.255.255.0";"";"";"False";;;
"seint3364";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4E:9F";"3";"164.4.87.97";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3366";;"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:2E:3A";"7";"138.103.86.151";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3366";;"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:7C:16";"6";"10.183.18.115";"255.255.255.0";"";"";"False";;;
"seint3367";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:00:63";"5";"138.103.86.153";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3367";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:6A:D0";"4";"10.183.18.116";"255.255.255.0";"";"";"False";;;
"seint3369";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:3F:90";"3";"164.4.185.143";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3369";"Ethernet1";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:10:B7";"7";"10.183.18.124";"255.255.255.0";"";"";"False";;;
"seint3411";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:6D:1E";"16";"164.4.87.239";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3411";"Ethernet1";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:47:B8";"15";"10.183.23.30";"255.255.255.0";"";"";"False";;;
"seint3412";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:3B:1E";"7";"164.4.86.246";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3412";"backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:24:C8";"6";"10.183.23.33";"255.255.255.0";"";"";"False";;;
"seint3413";"prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:6A:CF";"7";"164.4.87.240";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3413";"backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:04:23";"6";"10.183.23.34";"255.255.255.0";"";"";"False";;;
"seint3443";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:1D:1D";"6";"138.103.89.99";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3443";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:13:CA";"5";"10.183.20.168";"255.255.255.0";"";"";"False";;;
"seint3451";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4E:1A";"7";"138.103.89.140";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3451";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:78:E1";"6";"10.183.20.177";"255.255.255.0";"";"";"False";;;
"seint3452";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:7B:BD";"15";"138.103.89.151";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3452";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:1D:78";"14";"10.183.20.178";"255.255.255.0";"";"";"False";;;
"seint3453";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:1B:2A";"4";"138.103.89.152";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3453";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:64:4E";"3";"10.183.20.179";"255.255.255.0";"";"";"False";;;
"seint3454";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:76:54";"4";"10.183.20.180";"255.255.255.0";"";"";"False";;;
"seint3454";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:06:78";"2";"138.103.89.153";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3455";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:78:A9";"4";"138.103.89.154";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3455";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4F:5B";"3";"10.183.20.181";"255.255.255.0";"";"";"False";;;
"seint3456";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:3E:36";"4";"138.103.89.155";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3456";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:5A:ED";"3";"10.183.20.182";"255.255.255.0";"";"";"False";;;
"seint3457";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:17:E1";"6";"138.103.89.159";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3457";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:12:91";"5";"10.183.20.185";"255.255.255.0";"";"";"False";;;
"seint3459";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:10:A0";"4";"164.4.86.17";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3459";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:21:AF";"5";"10.183.21.144";"255.255.255.0";"";"";"False";;;
"seint3460";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:EE:37";"4";"10.183.21.161";"255.255.255.0";"";"";"False";;;
"seint3460";"Prod";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:FB:CF";"7";"164.4.86.18";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3461";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:4E:37";"4";"164.4.86.19";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3461";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:40:C2";"5";"10.183.21.167";"255.255.255.0";"";"";"False";;;
